"BehaviorSpace results (NetLogo 6.4.0)","Table version 2.0"
"Innovation on a Network.nlogo"
"virus-spread-chance 0-10"
"03/08/2024 14:56:18:136 +0300"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-20","20","-20","20"
"[run number]","number-of-nodes","initial-outbreak-size","gain-resistance-chance","virus-check-frequency","average-node-degree","virus-spread-chance","recovery-chance","[step]","count turtles with [infected?]","count links"
"106","50","4","20","10","3","2","5","70","38","46"
"100","50","4","20","10","3","1","5","2521","0","0"
"105","50","4","20","10","3","2","5","2047","0","0"
"107","50","4","20","10","3","2","5","2506","0","0"
"108","50","4","20","10","3","2","5","2491","0","0"
"110","50","4","20","10","3","2","5","1129","0","0"
"109","50","4","20","10","3","2","5","2273","0","0"
"104","50","4","20","10","3","2","5","2550","0","0"
"111","50","4","20","10","3","2","5","2417","0","0"
"114","50","4","20","10","3","2","5","1853","0","0"
"112","50","4","20","10","3","2","5","2926","0","0"
"117","50","4","20","10","3","2","5","190","38","47"
"113","50","4","20","10","3","2","5","3000","3","2"
"115","50","4","20","10","3","2","5","2037","0","0"
"118","50","4","20","10","3","2","5","2437","0","0"
"121","50","4","20","10","3","2","5","138","38","58"
"116","50","4","20","10","3","2","5","2326","0","0"
"119","50","4","20","10","3","2","5","2554","0","0"
"120","50","4","20","10","3","2","5","2895","0","0"
"125","50","4","20","10","3","2","5","273","38","54"
"122","50","4","20","10","3","2","5","2594","0","0"
"124","50","4","20","10","3","2","5","3000","1","0"
"123","50","4","20","10","3","2","5","2071","0","0"
"126","50","4","20","10","3","2","5","2442","0","0"
"129","50","4","20","10","3","2","5","130","38","54"
"127","50","4","20","10","3","2","5","1629","0","0"
"132","50","4","20","10","3","2","5","259","38","53"
"128","50","4","20","10","3","2","5","1928","0","0"
"134","50","4","20","10","3","2","5","198","38","53"
"130","50","4","20","10","3","2","5","2467","0","0"
"133","50","4","20","10","3","2","5","2229","0","0"
"131","50","4","20","10","3","2","5","2286","0","0"
"137","50","4","20","10","3","2","5","223","38","54"
"135","50","4","20","10","3","2","5","2729","0","0"
"139","50","4","20","10","3","2","5","1553","0","0"
"136","50","4","20","10","3","2","5","3000","1","0"
"141","50","4","20","10","3","2","5","1291","0","0"
"140","50","4","20","10","3","2","5","2366","0","0"
"142","50","4","20","10","3","2","5","2021","0","0"
"138","50","4","20","10","3","2","5","3000","2","1"
"143","50","4","20","10","3","2","5","1833","0","0"
"146","50","4","20","10","3","2","5","243","38","55"
"148","50","4","20","10","3","2","5","149","38","45"
"144","50","4","20","10","3","2","5","1872","0","0"
"145","50","4","20","10","3","2","5","2650","0","0"
"151","50","4","20","10","3","3","5","130","38","52"
"152","50","4","20","10","3","3","5","192","38","58"
"149","50","4","20","10","3","2","5","1839","0","0"
"154","50","4","20","10","3","3","5","122","38","56"
"147","50","4","20","10","3","2","5","2037","0","0"
"153","50","4","20","10","3","3","5","134","38","52"
"157","50","4","20","10","3","3","5","104","38","62"
"158","50","4","20","10","3","3","5","123","38","64"
"159","50","4","20","10","3","3","5","138","38","52"
"160","50","4","20","10","3","3","5","108","38","48"
"161","50","4","20","10","3","3","5","173","38","53"
"150","50","4","20","10","3","2","5","3000","2","1"
"156","50","4","20","10","3","3","5","2068","0","0"
"155","50","4","20","10","3","3","5","1892","0","0"
"162","50","4","20","10","3","3","5","1968","0","0"
"166","50","4","20","10","3","3","5","146","38","53"
"164","50","4","20","10","3","3","5","1079","0","0"
"168","50","4","20","10","3","3","5","148","38","45"
"167","50","4","20","10","3","3","5","1982","0","0"
"163","50","4","20","10","3","3","5","3000","1","0"
"170","50","4","20","10","3","3","5","173","38","54"
"169","50","4","20","10","3","3","5","3000","2","1"
"173","50","4","20","10","3","3","5","99","38","57"
"172","50","4","20","10","3","3","5","1896","0","0"
"165","50","4","20","10","3","3","5","2595","0","0"
"176","50","4","20","10","3","3","5","63","38","63"
"175","50","4","20","10","3","3","5","148","38","55"
"177","50","4","20","10","3","3","5","203","38","58"
"171","50","4","20","10","3","3","5","3000","2","1"
"174","50","4","20","10","3","3","5","1467","0","0"
"178","50","4","20","10","3","3","5","1924","0","0"
"180","50","4","20","10","3","3","5","1691","0","0"
"183","50","4","20","10","3","3","5","128","38","49"
"181","50","4","20","10","3","3","5","1791","0","0"
"185","50","4","20","10","3","3","5","134","38","61"
"179","50","4","20","10","3","3","5","2162","0","0"
"182","50","4","20","10","3","3","5","1781","0","0"
"184","50","4","20","10","3","3","5","1052","0","0"
"187","50","4","20","10","3","3","5","253","38","57"
"186","50","4","20","10","3","3","5","141","38","55"
"188","50","4","20","10","3","3","5","2363","0","0"
"191","50","4","20","10","3","3","5","2620","0","0"
"190","50","4","20","10","3","3","5","1674","0","0"
"189","50","4","20","10","3","3","5","2818","0","0"
"193","50","4","20","10","3","3","5","69","39","53"
"196","50","4","20","10","3","3","5","283","38","48"
"197","50","4","20","10","3","3","5","104","38","56"
"192","50","4","20","10","3","3","5","1923","0","0"
"199","50","4","20","10","3","3","5","134","38","55"
"194","50","4","20","10","3","3","5","2265","0","0"
"195","50","4","20","10","3","3","5","1733","0","0"
"202","50","4","20","10","3","4","5","251","39","54"
"198","50","4","20","10","3","3","5","2032","0","0"
"204","50","4","20","10","3","4","5","58","38","58"
"205","50","4","20","10","3","4","5","51","38","54"
"206","50","4","20","10","3","4","5","71","38","55"
"207","50","4","20","10","3","4","5","134","38","54"
"200","50","4","20","10","3","3","5","2009","0","0"
"203","50","4","20","10","3","4","5","2569","0","0"
"210","50","4","20","10","3","4","5","103","38","56"
"208","50","4","20","10","3","4","5","1798","0","0"
"209","50","4","20","10","3","4","5","2191","0","0"
"213","50","4","20","10","3","4","5","59","38","55"
"201","50","4","20","10","3","4","5","2909","0","0"
"215","50","4","20","10","3","4","5","96","39","55"
"216","50","4","20","10","3","4","5","75","39","60"
"212","50","4","20","10","3","4","5","1854","0","0"
"218","50","4","20","10","3","4","5","68","38","55"
"219","50","4","20","10","3","4","5","83","38","61"
"211","50","4","20","10","3","4","5","2493","0","0"
"214","50","4","20","10","3","4","5","1872","0","0"
"217","50","4","20","10","3","4","5","99","38","61"
"223","50","4","20","10","3","4","5","1596","0","0"
"220","50","4","20","10","3","4","5","1781","0","0"
"221","50","4","20","10","3","4","5","1867","0","0"
"225","50","4","20","10","3","4","5","181","38","48"
"227","50","4","20","10","3","4","5","94","38","56"
"226","50","4","20","10","3","4","5","183","38","47"
"224","50","4","20","10","3","4","5","145","38","53"
"222","50","4","20","10","3","4","5","2496","0","0"
"231","50","4","20","10","3","4","5","92","38","64"
"232","50","4","20","10","3","4","5","101","38","53"
"230","50","4","20","10","3","4","5","1324","0","0"
"234","50","4","20","10","3","4","5","267","38","49"
"229","50","4","20","10","3","4","5","2322","0","0"
"228","50","4","20","10","3","4","5","2753","0","0"
"235","50","4","20","10","3","4","5","227","38","51"
"237","50","4","20","10","3","4","5","90","38","52"
"236","50","4","20","10","3","4","5","116","38","56"
"240","50","4","20","10","3","4","5","126","38","50"
"233","50","4","20","10","3","4","5","2384","0","0"
"241","50","4","20","10","3","4","5","1891","0","0"
"239","50","4","20","10","3","4","5","1932","0","0"
"238","50","4","20","10","3","4","5","2150","0","0"
"245","50","4","20","10","3","4","5","93","38","54"
"246","50","4","20","10","3","4","5","142","38","61"
"242","50","4","20","10","3","4","5","3000","1","0"
"243","50","4","20","10","3","4","5","2185","0","0"
"249","50","4","20","10","3","4","5","77","38","56"
"250","50","4","20","10","3","4","5","91","38","60"
"244","50","4","20","10","3","4","5","2110","0","0"
"252","50","4","20","10","3","5","5","63","38","55"
"253","50","4","20","10","3","5","5","61","38","62"
"254","50","4","20","10","3","5","5","55","38","52"
"247","50","4","20","10","3","4","5","2317","0","0"
"256","50","4","20","10","3","5","5","53","38","58"
"257","50","4","20","10","3","5","5","78","38","53"
"255","50","4","20","10","3","5","5","1883","0","0"
"248","50","4","20","10","3","4","5","2521","0","0"
"259","50","4","20","10","3","5","5","125","38","58"
"260","50","4","20","10","3","5","5","57","38","57"
"251","50","4","20","10","3","5","5","2221","0","0"
"263","50","4","20","10","3","5","5","121","38","60"
"258","50","4","20","10","3","5","5","1828","0","0"
"261","50","4","20","10","3","5","5","1823","0","0"
"262","50","4","20","10","3","5","5","2881","0","0"
"264","50","4","20","10","3","5","5","2698","0","0"
"268","50","4","20","10","3","5","5","191","39","57"
"265","50","4","20","10","3","5","5","2248","0","0"
"266","50","4","20","10","3","5","5","3000","1","0"
"271","50","4","20","10","3","5","5","50","38","52"
"272","50","4","20","10","3","5","5","124","38","60"
"267","50","4","20","10","3","5","5","2459","0","0"
"274","50","4","20","10","3","5","5","94","39","55"
"275","50","4","20","10","3","5","5","85","38","60"
"269","50","4","20","10","3","5","5","2874","0","0"
"270","50","4","20","10","3","5","5","1360","0","0"
"277","50","4","20","10","3","5","5","81","38","59"
"278","50","4","20","10","3","5","5","87","38","60"
"279","50","4","20","10","3","5","5","115","38","57"
"280","50","4","20","10","3","5","5","60","39","56"
"281","50","4","20","10","3","5","5","94","38","57"
"283","50","4","20","10","3","5","5","69","38","57"
"273","50","4","20","10","3","5","5","1857","0","0"
"285","50","4","20","10","3","5","5","54","38","62"
"276","50","4","20","10","3","5","5","2024","0","0"
"287","50","4","20","10","3","5","5","231","38","56"
"284","50","4","20","10","3","5","5","2299","0","0"
"286","50","4","20","10","3","5","5","1853","0","0"
"289","50","4","20","10","3","5","5","62","38","62"
"282","50","4","20","10","3","5","5","1418","0","0"
"288","50","4","20","10","3","5","5","2691","0","0"
"290","50","4","20","10","3","5","5","1831","0","0"
"293","50","4","20","10","3","5","5","49","38","60"
"295","50","4","20","10","3","5","5","67","38","56"
"294","50","4","20","10","3","5","5","115","38","51"
"296","50","4","20","10","3","5","5","75","38","57"
"298","50","4","20","10","3","5","5","58","38","54"
"291","50","4","20","10","3","5","5","2327","0","0"
"299","50","4","20","10","3","5","5","144","38","53"
"300","50","4","20","10","3","5","5","66","39","60"
"301","50","4","20","10","3","6","5","47","38","55"
"292","50","4","20","10","3","5","5","2051","0","0"
"304","50","4","20","10","3","6","5","38","38","57"
"305","50","4","20","10","3","6","5","98","38","59"
"297","50","4","20","10","3","5","5","2276","0","0"
"307","50","4","20","10","3","6","5","74","38","58"
"302","50","4","20","10","3","6","5","2004","0","0"
"308","50","4","20","10","3","6","5","79","39","50"
"309","50","4","20","10","3","6","5","63","38","66"
"303","50","4","20","10","3","6","5","1840","0","0"
"311","50","4","20","10","3","6","5","74","39","58"
"313","50","4","20","10","3","6","5","47","38","60"
"314","50","4","20","10","3","6","5","38","38","55"
"306","50","4","20","10","3","6","5","1791","0","0"
"312","50","4","20","10","3","6","5","1745","0","0"
"310","50","4","20","10","3","6","5","1950","0","0"
"315","50","4","20","10","3","6","5","2996","0","0"
"319","50","4","20","10","3","6","5","45","38","52"
"320","50","4","20","10","3","6","5","85","38","46"
"321","50","4","20","10","3","6","5","48","38","62"
"322","50","4","20","10","3","6","5","51","38","52"
"317","50","4","20","10","3","6","5","1960","0","0"
"323","50","4","20","10","3","6","5","65","39","60"
"324","50","4","20","10","3","6","5","171","38","52"
"325","50","4","20","10","3","6","5","97","38","54"
"326","50","4","20","10","3","6","5","70","38","58"
"328","50","4","20","10","3","6","5","40","38","55"
"327","50","4","20","10","3","6","5","80","38","59"
"329","50","4","20","10","3","6","5","133","38","50"
"331","50","4","20","10","3","6","5","63","38","60"
"332","50","4","20","10","3","6","5","64","38","53"
"333","50","4","20","10","3","6","5","97","38","56"
"334","50","4","20","10","3","6","5","25","38","56"
"335","50","4","20","10","3","6","5","43","39","57"
"318","50","4","20","10","3","6","5","3000","1","0"
"336","50","4","20","10","3","6","5","58","38","57"
"337","50","4","20","10","3","6","5","87","38","50"
"316","50","4","20","10","3","6","5","2351","0","0"
"339","50","4","20","10","3","6","5","59","38","62"
"338","50","4","20","10","3","6","5","97","38","62"
"342","50","4","20","10","3","6","5","33","38","54"
"343","50","4","20","10","3","6","5","128","38","52"
"344","50","4","20","10","3","6","5","55","38","58"
"345","50","4","20","10","3","6","5","50","38","60"
"346","50","4","20","10","3","6","5","100","38","55"
"347","50","4","20","10","3","6","5","83","38","62"
"330","50","4","20","10","3","6","5","2172","0","0"
"341","50","4","20","10","3","6","5","1897","0","0"
"350","50","4","20","10","3","6","5","47","40","57"
"351","50","4","20","10","3","7","5","44","38","61"
"340","50","4","20","10","3","6","5","2180","0","0"
"348","50","4","20","10","3","6","5","1758","0","0"
"354","50","4","20","10","3","7","5","22","40","62"
"355","50","4","20","10","3","7","5","54","38","55"
"349","50","4","20","10","3","6","5","1294","0","0"
"356","50","4","20","10","3","7","5","104","38","55"
"357","50","4","20","10","3","7","5","52","38","60"
"358","50","4","20","10","3","7","5","62","38","58"
"360","50","4","20","10","3","7","5","42","38","62"
"361","50","4","20","10","3","7","5","35","38","57"
"362","50","4","20","10","3","7","5","49","38","54"
"363","50","4","20","10","3","7","5","157","38","45"
"364","50","4","20","10","3","7","5","93","38","55"
"352","50","4","20","10","3","7","5","1629","0","0"
"365","50","4","20","10","3","7","5","64","38","53"
"359","50","4","20","10","3","7","5","1544","0","0"
"368","50","4","20","10","3","7","5","39","38","59"
"353","50","4","20","10","3","7","5","1846","0","0"
"370","50","4","20","10","3","7","5","42","39","59"
"369","50","4","20","10","3","7","5","82","38","51"
"371","50","4","20","10","3","7","5","51","38","60"
"372","50","4","20","10","3","7","5","32","38","53"
"373","50","4","20","10","3","7","5","44","38","57"
"374","50","4","20","10","3","7","5","29","38","51"
"376","50","4","20","10","3","7","5","185","38","54"
"375","50","4","20","10","3","7","5","61","38","56"
"377","50","4","20","10","3","7","5","57","38","58"
"378","50","4","20","10","3","7","5","46","38","52"
"366","50","4","20","10","3","7","5","1544","0","0"
"367","50","4","20","10","3","7","5","2088","0","0"
"381","50","4","20","10","3","7","5","1877","0","0"
"383","50","4","20","10","3","7","5","90","38","63"
"382","50","4","20","10","3","7","5","2374","0","0"
"385","50","4","20","10","3","7","5","63","38","55"
"379","50","4","20","10","3","7","5","3000","1","0"
"380","50","4","20","10","3","7","5","2222","0","0"
"388","50","4","20","10","3","7","5","95","38","57"
"389","50","4","20","10","3","7","5","91","39","55"
"390","50","4","20","10","3","7","5","95","38","60"
"391","50","4","20","10","3","7","5","53","40","66"
"392","50","4","20","10","3","7","5","47","38","55"
"386","50","4","20","10","3","7","5","1705","0","0"
"384","50","4","20","10","3","7","5","2797","0","0"
"387","50","4","20","10","3","7","5","2767","0","0"
"396","50","4","20","10","3","7","5","53","38","60"
"397","50","4","20","10","3","7","5","35","38","59"
"398","50","4","20","10","3","7","5","101","38","45"
"399","50","4","20","10","3","7","5","25","38","60"
"400","50","4","20","10","3","7","5","63","38","56"
"401","50","4","20","10","3","8","5","43","38","56"
"402","50","4","20","10","3","8","5","42","38","52"
"403","50","4","20","10","3","8","5","23","38","59"
"393","50","4","20","10","3","7","5","1848","0","0"
"404","50","4","20","10","3","8","5","33","38","54"
"405","50","4","20","10","3","8","5","46","39","64"
"395","50","4","20","10","3","7","5","2418","0","0"
"394","50","4","20","10","3","7","5","3000","1","0"
"406","50","4","20","10","3","8","5","2076","0","0"
"410","50","4","20","10","3","8","5","32","38","60"
"411","50","4","20","10","3","8","5","39","38","63"
"412","50","4","20","10","3","8","5","52","38","59"
"413","50","4","20","10","3","8","5","65","38","57"
"408","50","4","20","10","3","8","5","1759","0","0"
"415","50","4","20","10","3","8","5","54","38","59"
"407","50","4","20","10","3","8","5","2595","0","0"
"417","50","4","20","10","3","8","5","102","38","56"
"409","50","4","20","10","3","8","5","3000","1","0"
"419","50","4","20","10","3","8","5","85","38","49"
"420","50","4","20","10","3","8","5","131","38","47"
"416","50","4","20","10","3","8","5","2072","0","0"
"422","50","4","20","10","3","8","5","55","38","56"
"414","50","4","20","10","3","8","5","2630","0","0"
"423","50","4","20","10","3","8","5","46","38","56"
"424","50","4","20","10","3","8","5","32","38","58"
"425","50","4","20","10","3","8","5","31","38","54"
"427","50","4","20","10","3","8","5","25","38","65"
"426","50","4","20","10","3","8","5","34","39","55"
"429","50","4","20","10","3","8","5","78","38","56"
"430","50","4","20","10","3","8","5","37","41","63"
"428","50","4","20","10","3","8","5","67","38","50"
"432","50","4","20","10","3","8","5","45","38","54"
"431","50","4","20","10","3","8","5","50","39","53"
"433","50","4","20","10","3","8","5","96","38","46"
"435","50","4","20","10","3","8","5","30","38","58"
"436","50","4","20","10","3","8","5","81","38","53"
"421","50","4","20","10","3","8","5","1876","0","0"
"434","50","4","20","10","3","8","5","1297","0","0"
"439","50","4","20","10","3","8","5","37","38","56"
"437","50","4","20","10","3","8","5","1597","0","0"
"441","50","4","20","10","3","8","5","88","38","58"
"442","50","4","20","10","3","8","5","32","38","55"
"418","50","4","20","10","3","8","5","2812","0","0"
"444","50","4","20","10","3","8","5","44","38","59"
"438","50","4","20","10","3","8","5","1538","0","0"
"445","50","4","20","10","3","8","5","83","38","57"
"443","50","4","20","10","3","8","5","249","38","50"
"440","50","4","20","10","3","8","5","1785","0","0"
"449","50","4","20","10","3","8","5","46","38","56"
"450","50","4","20","10","3","8","5","63","39","50"
"451","50","4","20","10","3","9","5","33","38","56"
"452","50","4","20","10","3","9","5","28","38","61"
"453","50","4","20","10","3","9","5","47","38","61"
"454","50","4","20","10","3","9","5","44","38","61"
"455","50","4","20","10","3","9","5","72","38","57"
"446","50","4","20","10","3","8","5","1939","0","0"
"456","50","4","20","10","3","9","5","81","38","46"
"458","50","4","20","10","3","9","5","24","38","58"
"459","50","4","20","10","3","9","5","23","38","61"
"448","50","4","20","10","3","8","5","2489","0","0"
"461","50","4","20","10","3","9","5","27","38","64"
"447","50","4","20","10","3","8","5","2296","0","0"
"462","50","4","20","10","3","9","5","62","40","60"
"463","50","4","20","10","3","9","5","40","38","55"
"465","50","4","20","10","3","9","5","31","38","59"
"464","50","4","20","10","3","9","5","108","38","54"
"457","50","4","20","10","3","9","5","1331","0","0"
"467","50","4","20","10","3","9","5","95","38","52"
"468","50","4","20","10","3","9","5","56","38","59"
"470","50","4","20","10","3","9","5","111","38","51"
"471","50","4","20","10","3","9","5","71","38","54"
"472","50","4","20","10","3","9","5","38","38","56"
"473","50","4","20","10","3","9","5","40","38","60"
"460","50","4","20","10","3","9","5","1971","0","0"
"474","50","4","20","10","3","9","5","1309","0","0"
"476","50","4","20","10","3","9","5","70","38","59"
"469","50","4","20","10","3","9","5","2233","0","0"
"478","50","4","20","10","3","9","5","41","39","54"
"477","50","4","20","10","3","9","5","101","38","56"
"479","50","4","20","10","3","9","5","55","38","54"
"480","50","4","20","10","3","9","5","28","38","57"
"481","50","4","20","10","3","9","5","156","38","56"
"482","50","4","20","10","3","9","5","34","38","62"
"484","50","4","20","10","3","9","5","70","38","54"
"483","50","4","20","10","3","9","5","97","38","54"
"485","50","4","20","10","3","9","5","35","38","58"
"487","50","4","20","10","3","9","5","39","38","58"
"475","50","4","20","10","3","9","5","3000","1","0"
"489","50","4","20","10","3","9","5","30","38","55"
"486","50","4","20","10","3","9","5","2063","0","0"
"488","50","4","20","10","3","9","5","2673","0","0"
"466","50","4","20","10","3","9","5","2885","0","0"
"493","50","4","20","10","3","9","5","48","38","55"
"494","50","4","20","10","3","9","5","27","38","55"
"495","50","4","20","10","3","9","5","59","38","57"
"496","50","4","20","10","3","9","5","31","38","57"
"490","50","4","20","10","3","9","5","1739","0","0"
"498","50","4","20","10","3","9","5","42","38","56"
"499","50","4","20","10","3","9","5","38","39","57"
"500","50","4","20","10","3","9","5","56","38","54"
"491","50","4","20","10","3","9","5","1940","0","0"
"502","50","4","20","10","3","10","5","24","38","59"
"503","50","4","20","10","3","10","5","38","38","58"
"504","50","4","20","10","3","10","5","30","38","55"
"505","50","4","20","10","3","10","5","31","38","61"
"506","50","4","20","10","3","10","5","42","38","56"
"507","50","4","20","10","3","10","5","21","38","62"
"508","50","4","20","10","3","10","5","38","38","53"
"509","50","4","20","10","3","10","5","36","38","56"
"497","50","4","20","10","3","9","5","1696","0","0"
"511","50","4","20","10","3","10","5","53","39","56"
"492","50","4","20","10","3","9","5","2657","0","0"
"512","50","4","20","10","3","10","5","27","38","55"
"513","50","4","20","10","3","10","5","30","39","59"
"514","50","4","20","10","3","10","5","91","38","56"
"516","50","4","20","10","3","10","5","19","38","64"
"515","50","4","20","10","3","10","5","143","38","51"
"518","50","4","20","10","3","10","5","44","39","56"
"519","50","4","20","10","3","10","5","35","39","60"
"501","50","4","20","10","3","10","5","2916","0","0"
"520","50","4","20","10","3","10","5","36","38","57"
"521","50","4","20","10","3","10","5","35","38","59"
"522","50","4","20","10","3","10","5","93","38","52"
"524","50","4","20","10","3","10","5","37","39","64"
"510","50","4","20","10","3","10","5","1657","0","0"
"526","50","4","20","10","3","10","5","50","38","58"
"527","50","4","20","10","3","10","5","37","38","58"
"528","50","4","20","10","3","10","5","66","38","51"
"529","50","4","20","10","3","10","5","33","38","63"
"530","50","4","20","10","3","10","5","76","38","51"
"523","50","4","20","10","3","10","5","1855","0","0"
"525","50","4","20","10","3","10","5","1590","0","0"
"517","50","4","20","10","3","10","5","2284","0","0"
"534","50","4","20","10","3","10","5","37","38","57"
"535","50","4","20","10","3","10","5","43","38","62"
"536","50","4","20","10","3","10","5","77","38","56"
"537","50","4","20","10","3","10","5","33","38","61"
"538","50","4","20","10","3","10","5","31","38","55"
"539","50","4","20","10","3","10","5","46","38","52"
"540","50","4","20","10","3","10","5","46","38","54"
"531","50","4","20","10","3","10","5","1931","0","0"
"542","50","4","20","10","3","10","5","24","38","57"
"543","50","4","20","10","3","10","5","37","38","52"
"544","50","4","20","10","3","10","5","20","38","52"
"545","50","4","20","10","3","10","5","30","40","60"
"533","50","4","20","10","3","10","5","2063","0","0"
"532","50","4","20","10","3","10","5","2540","0","0"
"548","50","4","20","10","3","10","5","18","38","61"
"546","50","4","20","10","3","10","5","1945","0","0"
"550","50","4","20","10","3","10","5","34","39","60"
"541","50","4","20","10","3","10","5","2205","0","0"
"549","50","4","20","10","3","10","5","1635","0","0"
"547","50","4","20","10","3","10","5","3000","2","1"
